,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
135,0.675,0.561,7,-7.678,1,0.0352,0.233,0.0,0.0793,0.309,130.098,audio_features,6eT7xZZlB2mwyzJ2sUKG6w,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,256533,4
136,0.649,0.798,2,-4.346,1,0.178,0.226,0.0,0.0711,0.857,177.899,audio_features,1vnnXMrBeEWiRg3YCMCjQq,spotify:track:1vnnXMrBeEWiRg3YCMCjQq,https://api.spotify.com/v1/tracks/1vnnXMrBeEWiRg3YCMCjQq,https://api.spotify.com/v1/audio-analysis/1vnnXMrBeEWiRg3YCMCjQq,230413,4
137,0.677,0.89,6,-5.46,0,0.159,0.0123,0.0,0.321,0.622,96.009,audio_features,22wKQbMH8n7wZfso2VcLJL,spotify:track:22wKQbMH8n7wZfso2VcLJL,https://api.spotify.com/v1/tracks/22wKQbMH8n7wZfso2VcLJL,https://api.spotify.com/v1/audio-analysis/22wKQbMH8n7wZfso2VcLJL,193707,4
138,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,4CeeEOM32jQcH3eN9Q2dGj,spotify:track:4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/tracks/4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/audio-analysis/4CeeEOM32jQcH3eN9Q2dGj,301920,4
139,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
140,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514,audio_features,1bCmvezFg5MRcENzCGG1Cy,spotify:track:1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/tracks/1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/audio-analysis/1bCmvezFg5MRcENzCGG1Cy,215307,4
141,0.605,0.629,10,-5.051,1,0.0278,0.434,0.0,0.097,0.308,99.893,audio_features,4AFwnrH5atiJoAd5xS5QtR,spotify:track:4AFwnrH5atiJoAd5xS5QtR,https://api.spotify.com/v1/tracks/4AFwnrH5atiJoAd5xS5QtR,https://api.spotify.com/v1/audio-analysis/4AFwnrH5atiJoAd5xS5QtR,241373,4
142,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,audio_features,5qaEfEh1AtSdrdrByCP7qR,spotify:track:5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/audio-analysis/5qaEfEh1AtSdrdrByCP7qR,177507,4
143,0.238,0.919,0,-6.893,1,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,audio_features,6C0xucNj75wRdlejwWIEW1,spotify:track:6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/tracks/6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/audio-analysis/6C0xucNj75wRdlejwWIEW1,214373,4
144,0.605,0.954,6,-3.137,0,0.0777,0.0178,0.0,0.225,0.837,122.458,audio_features,69h2mpzNUmdEg5egeNa1ki,spotify:track:69h2mpzNUmdEg5egeNa1ki,https://api.spotify.com/v1/tracks/69h2mpzNUmdEg5egeNa1ki,https://api.spotify.com/v1/audio-analysis/69h2mpzNUmdEg5egeNa1ki,212493,4
145,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
146,0.85,0.551,0,-6.596,1,0.0719,0.0443,0.0,0.329,0.679,94.762,audio_features,4i387P9kogblRBfjFi3NaX,spotify:track:4i387P9kogblRBfjFi3NaX,https://api.spotify.com/v1/tracks/4i387P9kogblRBfjFi3NaX,https://api.spotify.com/v1/audio-analysis/4i387P9kogblRBfjFi3NaX,227720,4
147,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,audio_features,6RX5iL93VZ5fKmyvNXvF1r,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853,4
