danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
0.529,0.673,0,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,3F5CgOj3wFlRv51JsHbxhe,4
0.897,0.662,1,-6.903,0.292,0.0852,0.0,0.534,0.39,112.509,78QR3Wp35dqAhFEc2qAGjE,4
0.797,0.844,11,-5.482,0.275,0.0651,0.0,0.087,0.52,170.142,4dVpf9jZjcORqGTLUaeYj9,4
0.874,0.568,11,-5.896,0.224,0.0698,1.38e-05,0.149,0.46,139.995,49zD0wr2S3d0lZPib0K4e1,4
0.865,0.687,10,-3.744,0.217,0.242,0.0,0.158,0.486,139.023,1rkfJLgTlB6XYNjgZ0sVaK,4
0.772,0.639,1,-7.119,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1,4
0.839,0.81,5,-5.274,0.0568,0.501,0.0,0.117,0.814,129.014,1f5cbQtDrykjarZVrShaDI,4
0.923,0.604,11,-6.671,0.245,0.017,0.0,0.272,0.826,145.062,1jaTQ3nqY3oAAYyCTbIvnM,4
0.855,0.651,0,-8.044,0.235,0.063,0.0,0.0772,0.559,111.997,5Z8HZM6iQMhhqyPcCGY5g9,4
0.643,0.847,7,-3.151,0.439,0.532,0.0,0.154,0.569,166.023,7JYsArznYOjX2jsrT3UEnL,4
0.759,0.538,8,-8.256,0.384,0.151,0.0,0.126,0.831,146.933,7JuHVG3qQKQKxC4doneXVW,4
0.849,0.614,1,-7.323,0.317,0.0282,0.0,0.0603,0.472,111.363,6c6WmIHcHlhccEwSFBhzNa,5
0.378,0.817,8,-3.071,0.0911,0.151,0.0,0.149,0.257,121.079,1pfwOQKJsRRBf6NdYO4Qog,4
0.911,0.573,6,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,3LtpKP5abr2qqjunvjlX5i,4
0.72,0.412,11,-8.687,0.223,0.196,0.0,0.342,0.179,114.408,5InOp6q2vvx0fShv3bzFLZ,4
0.795,0.568,5,-7.817,0.142,0.0541,0.0,0.108,0.478,136.173,0B8QzDH7YWih85V5SEMnyJ,4
0.711,0.746,1,-4.224,0.253,0.0289,0.0,0.371,0.279,96.024,39xWBHPM4E9MwzEy5gbM7p,4
0.493,0.653,0,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347,5B0kgjHULYJhAQkK5XsMoC,4
0.787,0.57,3,-5.881,0.225,0.0449,0.0,0.135,0.733,142.974,6HgWWaMu31KdOpEG5l28BG,4
0.673,0.649,1,-8.433,0.196,0.188,0.0,0.122,0.47,153.075,2BJSMvOGABRxokHKB0OI8i,4
0.779,0.455,1,-15.025,0.28,0.0542,0.0,0.177,0.197,140.181,7zBPzAjKAqQpcv8F8GCq5s,4
0.898,0.689,9,-5.092,0.171,0.165,0.0,0.0957,0.772,147.964,0ZxhtATQ0a6EvQNZ0z6NKV,4
0.799,0.699,2,-7.694,0.204,0.00867,0.0,0.132,0.627,142.979,3YEbLhXRDPTtctnb3ddg8g,4
0.851,0.666,11,-5.334,0.0694,0.139,0.0,0.105,0.0585,134.068,3sA7HKGzcKTVscdiTCrWpX,4
0.899,0.811,2,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038,6nxcOGl5E292RUh7iR7KTW,4
0.52,0.538,1,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894,5bJ1DrEM4hNCafcDd1oxHx,4
0.686,0.73,6,-5.077,0.374,0.278,4.76e-05,0.106,0.474,128.943,1e4rwBPVI32vZtTJu7mJ4J,5
0.667,0.581,0,-5.164,0.323,0.0428,0.0,0.183,0.368,110.953,1jk9c0gZI0wbn5GvAj7PBV,4
0.822,0.654,0,-4.623,0.132,0.019,0.0,0.233,0.421,119.884,1uNePI826aqh9uC9pgbeHU,4
0.776,0.662,1,-7.016,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,1LxKKYsJNPeBdOwdudsJzv,4
0.485,0.72,6,-5.991,0.127,0.0123,0.0,0.0546,0.0471,207.982,1j6kDJttn6wbVyMaM42Nxm,4
0.493,0.826,9,-3.106,0.311,0.095,3.42e-06,0.252,0.75,112.865,6R0GRYk2vs2XuBVemYK5YZ,4
0.781,0.567,1,-7.857,0.0969,0.0504,0.0,0.0981,0.0743,121.964,6uTPdRrEDeH8Fyg5L5qmeU,4
0.795,0.526,6,-9.086,0.204,0.067,2e-06,0.134,0.194,140.037,7ohROa13QK43JBRqfCmz4P,4
0.912,0.608,1,-7.686,0.397,0.0458,0.0,0.248,0.327,136.994,0YrKSfpvflYnLSBd4Jtu6J,4
0.608,0.699,6,-8.267,0.114,0.139,0.0,0.242,0.784,146.941,4w5m4X0OZ2IslxNOgtntTN,4
0.771,0.689,1,-5.022,0.0682,0.0251,0.0,0.645,0.65,82.503,7icwQvajsokotDfM3tefW6,4
0.808,0.51,10,-7.201,0.562,0.172,0.0,0.259,0.141,96.628,4nxSEcO1rK0wtYswNpMH2U,4
0.596,0.617,9,-7.52,0.286,0.481,0.0,0.659,0.906,98.099,1j3SdMJfeRJXycCp50boYE,4
0.814,0.659,0,-6.453,0.357,0.186,0.0,0.163,0.464,139.956,3hbZsQXQNbPMBmgI7O0CTv,4
0.948,0.512,6,-5.74,0.146,0.0269,8.57e-06,0.0504,0.599,105.004,6UN73IYd0hZxLi8wFPMQij,4
0.7,0.896,2,-2.276,0.191,0.108,0.0,0.453,0.817,102.065,5s7m2xNZWgz5FqVSIvJcGA,4
0.51,0.929,6,-4.685,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,3R0l4ivVzkajiNAYH07ZKl,4
0.644,0.904,2,-4.532,0.0464,0.0295,0.0,0.0834,0.672,105.969,0JbSghVDghtFEurrSO8JrC,4
0.483,0.432,8,-7.656,0.0343,0.836,5.19e-05,0.199,0.296,78.262,1PoGWZbJPGmViVi7CYbDUK,4
0.614,0.913,7,-5.126,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,6KGtAlYvgm4W9PoYabFAYE,4
0.617,0.839,0,-2.849,0.0655,0.0286,0.0,0.19,0.741,128.91,3axzRedIvdndFIrVrm7V1S,4
0.531,0.843,9,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991,4WHPhQuEL44BpslQkOsCHG,4
0.555,0.854,5,-4.468,0.0609,0.0223,3.95e-06,0.0672,0.448,119.991,5dNJatz0iFlprRjdUogb5C,4
0.519,0.749,6,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905,0ZUo4YjG4saFnEJhdWp9Bt,4
0.616,0.68,6,-4.581,0.0288,0.361,1.18e-06,0.116,0.687,149.951,57TEkZN3f84tFJFHFrD4pO,4
0.369,0.192,4,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3WMj8moIAXJhHsyLaqIIHI,3
0.712,0.603,8,-5.52,0.0262,0.186,0.0,0.115,0.67,97.994,1Lo0QY9cvc8sUB2vnIOxDT,4
0.551,0.402,11,-7.431,0.0262,0.676,0.0,0.0928,0.382,103.313,2rxQMGVafnNaRaXlRMWPde,4
0.562,0.878,8,-4.806,0.0387,0.0539,0.0,0.112,0.558,103.029,5H4BGxYudsHLks8MRrIVGh,4
0.588,0.622,4,-5.535,0.0303,0.0906,0.000633,0.2,0.229,107.942,11EX5yhxr9Ihl3IN1asrfK,4
0.583,0.412,3,-8.633,0.0238,0.0976,0.0,0.113,0.499,84.952,0OWZFobGSIW9GrSlQ9C5pc,4
0.624,0.805,9,-2.632,0.029,0.0466,0.0,0.328,0.77,123.991,2dRPQFwPqAmc42mDRnsDQu,4
0.506,0.886,11,-3.224,0.0655,0.0955,0.0,0.0734,0.595,143.938,03fT3OHB9KyMtGMt2zwqCT,4
0.595,0.389,2,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.049,5kNe7PE09d6Kvw5pAsx23n,4
0.566,0.713,6,-4.25,0.0418,0.645,0.0,0.114,0.805,169.861,0LQtEJt7x0s6knb6RKdRYc,4
0.801,0.759,11,-5.398,0.0378,0.657,0.0,0.0897,0.821,129.971,4S518ci8UY4op0Xyp6Hx6o,4
0.333,0.907,0,-3.191,0.0959,0.153,0.0,0.395,0.353,187.826,3z1PqYwMtct2Dm4R9lhWnT,4
0.623,0.59,4,-5.014,0.028,0.646,0.0,0.295,0.578,137.073,0Ajm7DFmbGEURySKm7G2jf,4
0.705,0.7,0,-7.38,0.0295,0.0192,0.0,0.0755,0.765,122.841,7rqaqQurHzR5xHAhdm1gmM,4
0.586,0.559,4,-6.725,0.05,0.639,0.0,0.0872,0.437,177.945,69AIpwGNLxr4qS1X5ynx60,4
0.56,0.802,11,-5.428,0.0373,0.0863,0.0,0.116,0.423,103.059,5fjoMV6IwPKFsmm0LQuv0m,3
0.467,0.622,6,-7.255,0.031,0.365,0.00527,0.0982,0.455,164.418,3rXCZRMiMZp0feGcYXpwYX,4
0.494,0.634,7,-4.933,0.0282,0.259,1.15e-06,0.109,0.28,156.03,3qTmB5HxP9ilJaiM6B1yuk,4
0.466,0.536,6,-6.227,0.0429,0.0951,0.0,0.114,0.377,75.998,23T0OX7QOiIUFShSzbJ5Uo,4
0.606,0.497,4,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,4aY0tZIaboefmkBEsjAovI,4
0.574,0.499,0,-6.462,0.0254,0.601,0.0,0.123,0.447,76.0,7DQmwd7zye9xvzMQJnD8S8,4
0.403,0.627,2,-5.28,0.0292,0.0177,0.0,0.182,0.374,74.9,2O8sogKJCfVZ4rotBv1vVF,4
0.768,0.809,4,-4.204,0.0616,0.278,0.0,0.139,0.748,111.989,2mXsZsJBThTaJXbNcg5QD4,4
0.359,0.518,2,-3.537,0.0302,0.665,0.0,0.106,0.135,76.572,3lec3CzDPAxsZokPph5w87,4
0.597,0.82,5,-2.529,0.0582,0.0328,0.0,0.119,0.576,119.969,6OqdF0vHI9xkqswI7EK0cD,4
0.662,0.749,7,-2.891,0.048,0.0597,0.0,0.105,0.895,109.995,5HGibWoxnkYSkl6mHmAlOE,4
0.551,0.801,6,-5.069,0.0303,0.013,6.03e-06,0.265,0.625,128.027,1mMLMZYXkMueg65jRRWG1l,4
0.69,0.782,5,-5.101,0.0306,0.0874,2.06e-06,0.164,0.841,130.021,2Fk0WwAqTBesLtKg97nojy,4
0.553,0.884,2,-5.306,0.0771,0.0921,0.00033,0.0463,0.248,110.074,075qcpR3BnxD5CWUIx1HTr,4
0.489,0.515,9,-9.14,0.0348,0.662,3.84e-05,0.115,0.37,91.25,3VvPREisNL7yBoePVbLbyZ,4
0.492,0.673,6,-5.431,0.0347,0.413,0.0,0.137,0.488,203.812,7K3BhSpAxZBznislvUMVtn,4
0.616,0.728,9,-4.02,0.0278,0.0275,0.0,0.228,0.375,111.934,7c1KTn1z8Gw8ouYdcF4qaG,4
0.38,0.43,9,-12.564,0.0288,0.546,1.71e-05,0.188,0.547,82.204,1QbOvACeYanja5pbnJbAmk,4
0.655,0.668,9,-5.251,0.0302,0.0626,2.78e-06,0.179,0.619,114.881,76fUOrKOcUnAceODDPBidy,4
0.526,0.816,7,-4.009,0.0421,0.0285,0.0,0.22,0.413,144.032,6GBUsjHfZuweYf5lQEz6mP,4
0.56,0.546,4,-8.247,0.0256,0.436,0.0,0.189,0.498,144.851,6EdDakWew1rLII3BilUJqh,4
0.508,0.296,3,-10.513,0.0755,0.897,5e-05,0.11,0.134,82.532,5jfhLCSIFUO4ndzNRh4w4G,4
0.569,0.365,9,-7.047,0.0265,0.691,0.0,0.17,0.508,145.859,0AkZjWYCMJ8wWiNex7LmkY,4
0.705,0.531,1,-7.031,0.0282,0.0135,2.18e-06,0.165,0.426,107.013,3pJkBPHadRAxBBo484RipI,4
0.466,0.786,0,-5.13,0.0328,0.417,6.1e-05,0.125,0.571,203.903,4obHzpwGrjoTuZh2DItEMZ,4
0.487,0.65,0,-5.195,0.0253,0.191,0.0,0.0933,0.456,151.964,6IBcOGPsniK3Pso1wHIhew,4
0.801,0.545,2,-13.637,0.0357,0.709,0.00176,0.104,0.862,124.941,4EEjMyQub6tgFVshlM9j1M,4
0.686,0.525,2,-6.721,0.0331,0.135,0.0,0.11,0.322,132.927,3YM0vEH7taFj7OLW3dWfiu,4
0.658,0.695,0,-5.499,0.0279,0.0703,0.0,0.13,0.571,133.949,0ExiKxfY5rHBW06TcV1xXU,4
0.701,0.567,1,-4.602,0.0257,0.155,0.0,0.0964,0.493,102.033,71fbIsRGkm6WG9CTGyvEum,4
0.62,0.869,6,-5.479,0.0462,0.615,0.0,0.131,0.597,126.019,5OELUCYgOHKFAvCERnAvfS,4
0.715,0.584,8,-8.231,0.0296,0.432,1.41e-06,0.095,0.609,90.99,60IGhnH20N82dNxKnc8jDd,4
0.747,0.861,8,-5.251,0.0514,0.113,0.0,0.026,0.859,103.966,1TwLKNsCnhi1HxbIi4bAW0,4
0.471,0.897,9,-2.27,0.0597,0.193,0.0,0.196,0.719,159.958,53yTYusPQJ1AApL1hi0Dnc,4
0.633,0.778,8,-5.201,0.0465,0.147,0.0,0.117,0.926,101.092,5sRHIWY7oREZYxTSbRybna,4
0.686,0.576,1,-6.633,0.0284,0.443,1.66e-05,0.212,0.72,83.969,33kKQSeqM2ecEcKF0LNSRT,4
0.631,0.591,7,-5.806,0.0277,0.667,0.0,0.11,0.494,97.087,0WiyWiJDkNCyGNqkv7NByy,4
0.553,0.619,3,-7.101,0.0308,0.479,0.0,0.123,0.376,183.908,65UCejW01DAovmluVYHWAt,4
0.571,0.438,2,-7.007,0.0279,0.534,1.56e-05,0.187,0.444,145.948,5hviCr3lgg6LY6noG6DPKs,4
0.491,0.907,7,-3.594,0.0481,0.0491,0.0,0.242,0.631,199.943,4LiMQ6G9n84rDUBs9wtwz6,4
0.549,0.608,5,-8.253,0.0481,0.682,0.0,0.0966,0.399,78.534,39OclE5hZematADrdfaWvE,4
0.667,0.381,3,-7.494,0.0294,0.455,0.0,0.116,0.199,135.975,3U8dHeggJ8IBe0UCb1gbyB,4
0.662,0.75,7,-5.497,0.0315,0.0302,0.000129,0.0849,0.828,130.066,30MM5jWpUmOxtTNd9Ey5LZ,4
0.527,0.598,1,-4.257,0.0283,0.063,0.000153,0.0913,0.23,66.041,5vZoQQ1hH5L2s4Y8G86ksg,3
0.588,0.684,1,-5.154,0.0288,0.511,0.0,0.141,0.12,85.993,4xInIiKipU1mtUogJ3ZdYr,4
0.457,0.948,10,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.001,1aS5oaBNG6wsf186ZZMCzX,4
0.54,0.815,9,-6.385,0.0546,0.0405,0.0,0.101,0.693,109.02,0gLy1JjZc7sUeMhBnHDmlF,3
0.38,0.488,9,-6.637,0.029,0.126,7.23e-06,0.115,0.268,156.031,6DLbBlGIOjjEj0dNN25zhZ,3
0.602,0.699,8,-4.37,0.0347,0.0576,0.0,0.0932,0.416,131.977,72DdM3q1npvvRUoa1YQEOd,4
0.733,0.656,0,-7.184,0.0493,0.194,0.000111,0.102,0.682,120.005,3JIJxcIT0D9KXNRJj8xQhE,4
0.489,0.581,11,-5.731,0.0281,0.0312,0.0,0.132,0.494,86.016,42fw0rxRO2xbesF6mJfd4Y,4
0.5,0.49,4,-7.854,0.0307,0.596,0.0,0.111,0.226,136.049,0BMV5YD79S0OBwZZ8b8ML2,4
0.782,0.589,0,-7.37,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,1dgWTMoHwTUnQhOQ8SR5fV,4
0.771,0.283,2,-16.326,0.0444,0.198,0.0,0.0888,0.906,77.756,7lJbTVbDEMa3w7NFamrwdq,4
0.544,0.781,6,-6.16,0.0311,0.00585,0.0,0.191,0.527,144.075,4gB7HrYHbJVJ5RFOjxmoq4,4
0.675,0.726,2,-6.459,0.0461,0.105,0.0,0.153,0.671,124.872,6HBRLaSQ7NB8MNlaqzYen1,4
0.642,0.772,10,-6.61,0.0848,0.0476,0.0,0.0646,0.589,153.995,4e4fqjx0Izh4svvTef1z7e,4
0.592,0.891,10,-3.144,0.0512,0.0267,0.0,0.352,0.674,99.983,3dCZm5HrG0jIXAHfNkg2H0,4
0.586,0.732,8,-6.171,0.0279,0.176,0.0,0.148,0.582,150.109,79LAFAkR1ATb4iIQvZuCL0,4
0.457,0.677,9,-5.333,0.032,0.0181,0.0,0.0912,0.507,77.014,0qOdElKqdDKN58aKCo3yHS,4
0.464,0.755,4,-5.707,0.0354,0.00838,0.0,0.0989,0.449,155.973,1fff5nZGyRJtFLkOrSSwOU,4
0.575,0.842,7,-5.058,0.0348,0.00683,0.0,0.279,0.665,111.995,11kskoMyNDumaR30CI6rRv,4
0.359,0.706,5,-6.151,0.0309,0.000602,0.0,0.285,0.479,174.079,4oR2cCQGs0Yt0Mgr2diV6V,4
0.597,0.86,1,-2.315,0.0461,0.196,0.0,0.087,0.818,172.064,5g15o2Sm55Hn9ShK5yEXgp,4
0.622,0.931,11,-4.66,0.0507,0.106,2.45e-06,0.328,0.521,108.051,1YhFtqwcN138S6ng3MT1nN,4
0.538,0.863,1,-4.483,0.0481,0.0139,0.0,0.0874,0.637,77.001,7aEtlGHoiPAfRB084NiDmx,4
0.59,0.882,6,-3.041,0.0349,0.0803,0.0,0.146,0.792,129.929,2RfYofkWwN77WJjR1rpena,4
0.464,0.813,10,-6.185,0.0416,0.0153,0.0,0.254,0.515,75.977,6xHI9KjUjYT0FPtGO8Mxa1,4
0.67,0.737,9,-6.794,0.0434,0.223,0.0,0.325,0.754,92.983,6aNwDe5YH5YUPlpHkku52w,4
0.695,0.641,7,-5.807,0.0261,0.142,0.0,0.131,0.664,101.974,63OQWdXMq0Pe6pRpWY5gO0,4
0.474,0.594,11,-5.756,0.0289,0.0292,0.0,0.133,0.503,86.131,7Il2yWQmsqKgSkLQvHTPUI,4
0.74,0.682,2,-3.728,0.205,0.126,0.0,0.328,0.634,131.986,6ERR6e7h6wCqGoz1TjiUJb,4
0.641,0.842,9,-4.872,0.0464,0.0969,0.0,0.169,0.738,89.997,6NhS5LwYbJ6xD7BGvlWRJO,4
0.619,0.927,10,-3.765,0.0346,0.0192,0.0,0.138,0.928,137.975,2Q6NVIPwqtosYBXQ0C00d0,4
0.64,0.811,6,-5.834,0.0279,0.00154,9.34e-06,0.363,0.686,121.089,2YVlDlk2zRceefo6XlC6DX,4
0.692,0.809,2,-5.935,0.0255,0.1,9.91e-05,0.186,0.927,104.022,05ZACkzW8YbRq3eFgIfSNB,4
0.533,0.907,11,-3.793,0.0406,0.0292,0.0,0.386,0.7,150.99,698eQRku24PIYPQPHItKlA,4
0.68,0.74,2,-5.064,0.0355,0.342,1.81e-06,0.117,0.644,127.024,5ZVGvay4xwgXMnQWffNYeU,4
0.562,0.688,7,-4.474,0.0263,0.0763,0.0,0.0863,0.617,108.017,4ly1QBXEwYoDmje9rmEgC4,4
0.403,0.537,3,-6.628,0.031,0.59,0.0,0.112,0.414,69.877,0uRrG2jRR5tuifsYIJHEao,4
0.552,0.225,0,-11.501,0.0477,0.827,0.0,0.111,0.67,138.002,6gdLyYNuhWBzqwlOFSsXC7,4
0.543,0.81,0,-4.275,0.0368,0.14,1.23e-05,0.145,0.395,76.978,0dbzWSYpMcRtwjI1S7Pkql,4
0.596,0.522,9,-6.633,0.0358,0.372,0.0,0.291,0.443,76.043,3DA4SE262k6rdEtlHteNyq,4
0.756,0.672,0,-6.743,0.0522,0.464,3.37e-06,0.108,0.739,114.935,2uqYupMHANxnwgeiXTZXzd,4
0.728,0.818,9,-5.068,0.0329,0.323,0.0,0.582,0.681,119.706,5W4kiM2cUYBJXKRudNyxjW,4
0.708,0.731,3,-4.872,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,0eBFgRxyVSeuT4iyrbukdn,4
0.487,0.658,5,-9.973,0.0296,0.00877,0.00777,0.1,0.282,142.18,6GG4yyk3UATdBfTHVgI8PB,4
0.686,0.833,2,-3.768,0.0381,0.0619,3.76e-05,0.0657,0.833,143.965,4w9lk0Nyj7kuDxlL5PZVlv,4
0.743,0.636,6,-4.483,0.0241,0.333,0.000216,0.0696,0.784,100.511,1WzAeadSKJhqykZFbJNmQv,4
0.567,0.841,8,-3.933,0.0263,0.00543,0.000922,0.137,0.712,103.982,0cv6mTbrqr8vxGC31NjKtM,4
0.494,0.689,2,-5.724,0.0265,0.0687,7.68e-05,0.265,0.472,142.092,3oZ6dlSfCE9gZ55MGPJctc,4
0.614,0.773,2,-5.053,0.03,0.27,1.45e-06,0.0778,0.404,139.974,0JtgoDDf0ggWaoXCGhcOoT,4
0.621,0.779,8,-3.777,0.0361,0.216,8.62e-06,0.165,0.399,172.037,7fveJ3pk1eSfxBdVkzdXZ0,4
0.549,0.44,7,-8.192,0.0264,0.232,7.37e-06,0.107,0.214,128.01,0mKnuxVkPi5h0kuvZl44VM,3
0.537,0.701,6,-6.214,0.0264,0.48,6.65e-06,0.145,0.552,139.995,3Qu3Zh4WTKhP9GEXo0aDnb,4
0.278,0.627,5,-4.91,0.0308,0.0923,0.0307,0.0847,0.226,123.164,7u2iWRkkz8GBYFe4apxVBl,3
0.58,0.752,7,-5.078,0.0267,0.49,0.0,0.277,0.72,148.108,2Qz8kpCjxulML39zB6gQxY,4
0.501,0.769,4,-5.005,0.0298,0.125,0.000184,0.12,0.451,148.006,73zawW1ttszLRgT9By826D,4
0.61,0.641,11,-4.423,0.0289,0.662,0.0,0.17,0.494,111.001,7iUmO03ChCW5VZdaycM4aX,4
0.505,0.657,11,-5.24,0.0318,0.373,0.00107,0.126,0.252,196.0,3cBsEDNhFI9E82vPj3kvi3,3
0.659,0.789,3,-5.723,0.0293,0.487,0.0,0.115,0.468,139.982,0PAcdVzhPO4gq1Iym9ESnK,4
0.605,0.88,4,-3.388,0.0322,0.0462,0.0,0.0915,0.761,137.986,6ok4IyXcJQekEeSlBjcI9Y,4
0.661,0.707,7,-7.19,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,2hNQDbZcN3vqRAuwiz7poI,4
0.619,0.507,5,-7.677,0.0335,0.71,0.0,0.258,0.694,77.995,7GH8qNOm2gEKryVUyVzkmt,4
0.344,0.458,3,-9.271,0.0475,0.719,0.0046,0.209,0.341,77.599,2HuVgtdHJGM761idTmfdDo,4
0.674,0.559,9,-6.354,0.0303,0.849,0.000139,0.194,0.683,120.055,2eiOOMb5V2tPY9VTmBbMME,3
0.422,0.552,6,-8.347,0.036,0.661,0.217,0.116,0.236,139.892,0Fkz1sfYAK6z8Yut4EVD4D,3
0.375,0.612,5,-9.085,0.132,0.179,7.71e-06,0.48,0.445,170.021,79XHrJNsROhUxi0UPXor4v,4
0.326,0.372,8,-12.065,0.268,0.296,0.46,0.25,0.242,198.004,19lu7zlaFr7EmrlS1OaKPB,4
0.674,0.609,1,-9.329,0.0476,0.267,1.17e-06,0.105,0.113,110.016,33mqdecKrXjGk1JZQGuQ5f,4
0.595,0.474,1,-7.989,0.0309,0.585,3.82e-06,0.225,0.306,140.065,6J14UQWmV5WPTwMv2SPOag,4
0.269,0.779,2,-5.135,0.0519,0.0463,1.73e-06,0.0892,0.384,150.04,1TOQb1AwnZLzrAu4VXZUIO,3
0.233,0.548,0,-8.746,0.0348,0.793,0.181,0.27,0.194,153.229,1Zi4I12vKHIPlvk87ZeD3Q,4
0.385,0.86,7,-7.159,0.114,0.714,2.83e-05,0.295,0.737,103.146,0dFhCT3tJ73gQYPHM0dbNh,4
0.535,0.433,7,-8.855,0.033,0.783,1.78e-05,0.59,0.414,120.529,357T838i7RIdC7QVLLWWqC,1
0.471,0.608,1,-6.584,0.0508,0.812,0.106,0.176,0.476,110.077,77kdTp43iKwACd2YOiFx4e,4
0.565,0.657,10,-9.248,0.229,0.687,0.0,0.11,0.76,121.375,1c6L8hhEgq8fEvT4MuHmdk,4
0.191,0.456,5,-10.507,0.0297,0.105,0.0,0.0495,0.367,177.557,68bndjlqZTrbOa5qhts7ev,4
0.341,0.54,4,-9.046,0.0394,0.669,0.633,0.0979,0.239,117.443,10cZsyQEWEntxP4q34B390,4
0.339,0.531,5,-9.386,0.0415,0.739,0.00662,0.137,0.264,116.61,1YXjfTxQoDK3TV0IqWcCjf,4
0.325,0.0946,1,-30.575,0.0404,0.861,0.474,0.64,0.191,109.854,4Dzq2WpTelyXINu0EpUMzn,3
0.14,0.518,10,-12.577,0.0438,0.7,0.258,0.111,0.162,173.868,5EmNsq9at10HMawWfhM2K6,4
0.34,0.417,10,-5.921,0.0318,0.815,2.87e-05,0.0977,0.362,119.554,2OP3zcIHsQmhr7FLNS7VyS,4
0.509,0.708,1,-7.007,0.051,0.451,0.588,0.158,0.574,110.137,4gzs2dZClZgk8RGrZOV1Op,3
0.696,0.777,8,-9.959,0.127,0.602,0.804,0.0951,0.509,144.85,0wm4diCguRFsOFllON4pM6,4
0.826,0.578,5,-15.932,0.118,0.77,0.0147,0.246,0.944,111.982,3QZfNbGGwSoh6dEcJyhXAs,3
0.689,0.448,6,-9.085,0.0343,0.739,4.09e-06,0.277,0.531,103.988,47DPEg8w7WQ9Jm8H0LPscS,3
0.211,0.592,1,-7.325,0.0333,0.729,0.00428,0.1,0.283,142.46,3XB645riWmBrwb63OFyIhN,4
0.456,0.533,5,-18.308,0.0451,0.518,0.7,0.205,0.397,128.961,6wkuzkjsWM1Gk9zmRXiS7g,4
0.405,0.575,9,-11.379,0.0334,0.952,0.815,0.271,0.602,104.573,4AyYffhw7IflMrUs4L6qBJ,3
0.281,0.709,2,-8.381,0.0706,0.254,5.54e-05,0.137,0.301,156.924,5DAlJflPgZsCSxmfwxebPz,4
0.353,0.622,7,-8.403,0.0331,0.88,0.898,0.0995,0.548,111.818,6SdKS6uQA7Cvecsibddb2f,4
0.351,0.521,4,-12.964,0.0495,0.917,0.821,0.146,0.36,174.581,3sHOq8KpJwhNZxsJOaLtYJ,4
0.521,0.704,9,-14.213,0.128,0.142,0.914,0.097,0.782,102.127,6n0zRU7mAzwLyuvswZM4Zq,4
0.421,0.46,2,-7.437,0.0291,0.931,0.0426,0.449,0.201,73.463,1j2BKZY8rHkot308ulVygU,4
0.35,0.712,4,-12.015,0.0447,0.907,0.845,0.133,0.665,108.486,3hNi96ZFTkNXPMOpWAQqN2,4
0.319,0.609,7,-9.491,0.0463,0.221,0.00397,0.22,0.19,99.345,12kp3v0Xv5SwvChcJl7M2l,4
0.669,0.826,5,-7.5,0.0876,0.545,0.327,0.0996,0.773,99.924,3RRAr1F7Oap2CwLE1q6nqD,1
0.36,0.41,2,-17.458,0.0833,0.904,0.00327,0.955,0.275,133.893,2NAJP1wqoaxbSJLiv2X8tL,4
0.456,0.67,4,-16.237,0.0677,0.74,0.826,0.394,0.402,76.89,6827uN6sw0pHEQe9R2Jzcm,4
0.479,0.575,1,-7.665,0.0393,0.443,0.0,0.117,0.525,154.049,2S2Z0ll0OMa16uBT5UDvIa,4
0.297,0.436,5,-14.121,0.0469,0.426,2.77e-06,0.174,0.258,133.861,61OYo9t6Pq8U9uLRgGNulT,4
0.511,0.529,11,-8.987,0.0397,0.771,0.00618,0.115,0.37,103.583,1pvvfWnFF3va8LrjbUDx8S,4
0.42,0.562,1,-14.124,0.0887,0.734,0.0801,0.34,0.245,151.596,6zkhbkKJ6DFABNlXvLXAjU,4
0.258,0.479,3,-12.931,0.0444,0.105,0.0,0.317,0.175,133.571,5jc5Dn3oIigJIOHKFGBRde,4
0.274,0.45,3,-15.39,0.046,0.88,0.00241,0.0707,0.398,107.148,1lNbSKhPB1vD1MfM8SwpFY,4
0.334,0.279,11,-24.276,0.0465,0.948,0.421,0.304,0.338,107.665,0Ft7ehrvzxaSx4Z7TYz9CU,4
0.513,0.371,8,-18.17,0.103,0.428,0.822,0.0839,0.553,87.788,5b7IIUpOXAEemY8vs2vBlE,4
